,Close,High,Low,Open,time,volume
76,120.435,120.435,120.435,120.435,2003-01-07 05:00:00,1
77,119.105,119.105,119.105,119.105,2003-01-08 05:00:00,1
78,119.295,119.295,119.295,119.295,2003-01-09 05:00:00,1
79,119.15,119.15,119.15,119.15,2003-01-10 05:00:00,1
80,119.18,119.18,119.18,119.18,2003-01-12 05:00:00,1
81,118.92,118.92,118.92,118.92,2003-01-13 05:00:00,1
82,118.085,118.085,118.085,118.085,2003-01-14 05:00:00,1
83,118.145,118.145,118.145,118.145,2003-01-15 05:00:00,1
84,117.865,117.865,117.865,117.865,2003-01-16 05:00:00,1
85,117.7,117.7,117.7,117.7,2003-01-17 05:00:00,1
86,117.82,117.82,117.82,117.82,2003-01-18 05:00:00,1
87,117.975,117.975,117.975,117.975,2003-01-20 05:00:00,1
88,118.105,118.105,118.105,118.105,2003-01-21 05:00:00,1
89,118.255,118.255,118.255,118.255,2003-01-22 05:00:00,1
90,118.135,118.135,118.135,118.135,2003-01-23 05:00:00,1
91,117.75,117.83,117.75,117.83,2003-01-24 05:00:00,2
92,117.85,117.85,117.85,117.85,2003-01-26 05:00:00,1
93,118.385,118.385,118.385,118.385,2003-01-27 05:00:00,1
94,118.685,118.685,118.685,118.685,2003-01-28 05:00:00,1
95,118.495,118.495,118.495,118.495,2003-01-29 05:00:00,1
96,119.055,119.055,119.055,119.055,2003-01-30 05:00:00,1
97,119.88,119.88,119.88,119.88,2003-01-31 05:00:00,1
98,119.67,119.67,119.67,119.67,2003-02-02 05:00:00,1
99,120.235,120.235,120.235,120.235,2003-02-03 05:00:00,1
100,119.715,119.715,119.715,119.715,2003-02-04 05:00:00,1
101,119.955,119.955,119.955,119.955,2003-02-05 05:00:00,1
102,119.865,119.865,119.865,119.865,2003-02-06 05:00:00,1
103,120.28,120.28,120.28,120.28,2003-02-07 05:00:00,1
104,120.41,120.41,120.41,120.41,2003-02-09 05:00:00,1
105,121.265,121.265,121.265,121.265,2003-02-10 05:00:00,1
106,121.005,121.005,121.005,121.005,2003-02-11 05:00:00,1
107,121.285,121.285,121.285,121.285,2003-02-12 05:00:00,1
108,120.645,120.645,120.645,120.645,2003-02-13 05:00:00,1
109,120.32,120.32,120.32,120.32,2003-02-14 05:00:00,1
110,120.45,120.45,120.45,120.45,2003-02-16 05:00:00,1
111,120.145,120.145,120.145,120.145,2003-02-17 05:00:00,1
112,118.985,118.985,118.985,118.985,2003-02-18 05:00:00,1
113,118.745,118.745,118.745,118.745,2003-02-19 05:00:00,1
114,118.305,118.305,118.305,118.305,2003-02-20 05:00:00,1
115,118.74,118.74,118.74,118.74,2003-02-21 05:00:00,1
116,118.7,118.7,118.7,118.7,2003-02-22 05:00:00,1
117,118.82,118.82,118.82,118.82,2003-02-23 05:00:00,1
118,117.865,117.865,117.865,117.865,2003-02-24 05:00:00,1
119,117.265,117.265,117.265,117.265,2003-02-25 05:00:00,1
120,117.085,117.085,117.085,117.085,2003-02-26 05:00:00,1
121,117.555,117.555,117.555,117.555,2003-02-27 05:00:00,1
122,118.11,118.11,118.11,118.11,2003-02-28 05:00:00,1
123,118.12,118.12,118.12,118.12,2003-03-01 05:00:00,1
124,118.19,118.19,118.19,118.19,2003-03-02 05:00:00,1
125,117.605,117.605,117.605,117.605,2003-03-03 05:00:00,1
126,117.885,117.885,117.885,117.885,2003-03-04 05:00:00,1
127,117.285,117.285,117.285,117.285,2003-03-05 05:00:00,1
128,117.405,117.405,117.405,117.405,2003-03-06 05:00:00,1
129,117.07,117.07,117.07,117.07,2003-03-07 05:00:00,1
130,117.1,117.1,117.1,117.1,2003-03-08 05:00:00,1
131,117.08,117.08,117.08,117.08,2003-03-09 05:00:00,1
132,116.825,116.825,116.825,116.825,2003-03-10 05:00:00,1
133,117.125,117.125,117.125,117.125,2003-03-11 05:00:00,1
134,117.285,117.285,117.285,117.285,2003-03-12 05:00:00,1
135,118.535,118.535,118.535,118.535,2003-03-13 05:00:00,1
136,118.32,118.32,118.32,118.32,2003-03-14 05:00:00,1
137,118.23,118.23,118.23,118.23,2003-03-16 05:00:00,1
138,118.455,118.455,118.455,118.455,2003-03-17 05:00:00,1
139,118.835,118.835,118.835,118.835,2003-03-18 05:00:00,1
140,120.46,120.46,120.46,120.46,2003-03-19 05:00:00,1
141,120.205,120.205,120.205,120.205,2003-03-20 05:00:00,1
142,121.7,121.7,121.5,121.5,2003-03-21 05:00:00,2
143,121.17,121.17,121.17,121.17,2003-03-23 05:00:00,1
144,120.775,120.775,120.775,120.775,2003-03-24 05:00:00,1
145,120.155,120.155,120.155,120.155,2003-03-25 05:00:00,1
146,120.055,120.055,120.055,120.055,2003-03-26 05:00:00,1
147,119.945,119.945,119.945,119.945,2003-03-27 05:00:00,1
148,119.74,119.74,119.74,119.74,2003-03-28 05:00:00,1
149,119.84,119.84,119.84,119.84,2003-03-30 05:00:00,1
150,117.975,117.975,117.975,117.975,2003-03-31 05:00:00,1
151,118.065,118.065,118.065,118.065,2003-04-01 05:00:00,1
152,118.915,118.915,118.915,118.915,2003-04-02 05:00:00,1
153,119.465,119.465,119.465,119.465,2003-04-03 05:00:00,1
154,119.98,119.98,119.96,119.96,2003-04-04 05:00:00,2
155,120.39,120.39,120.39,120.39,2003-04-06 05:00:00,1
156,119.775,119.775,119.775,119.775,2003-04-07 04:00:00,1
157,119.895,119.895,119.895,119.895,2003-04-08 04:00:00,1
158,120.055,120.055,120.055,120.055,2003-04-09 04:00:00,1
159,119.665,119.665,119.665,119.665,2003-04-10 04:00:00,1
160,120.52,120.52,120.52,120.52,2003-04-11 04:00:00,1
161,120.54,120.54,120.54,120.54,2003-04-13 04:00:00,1
162,120.305,120.305,120.305,120.305,2003-04-14 04:00:00,1
163,120.265,120.265,120.265,120.265,2003-04-15 04:00:00,1
164,119.555,119.555,119.555,119.555,2003-04-16 04:00:00,1
165,119.61,119.61,119.61,119.61,2003-04-17 04:00:00,1
166,119.77,119.77,119.77,119.77,2003-04-18 04:00:00,1
167,119.69,119.69,119.69,119.69,2003-04-20 04:00:00,1
168,120.47,120.47,120.47,120.47,2003-04-21 04:00:00,1
169,119.995,119.995,119.995,119.995,2003-04-22 04:00:00,1
170,120.305,120.305,120.305,120.305,2003-04-23 04:00:00,1
171,119.985,119.985,119.985,119.985,2003-04-24 04:00:00,1
172,120.19,120.19,120.19,120.19,2003-04-25 04:00:00,1
173,120.23,120.23,120.23,120.23,2003-04-27 04:00:00,1
174,120.465,120.465,120.465,120.465,2003-04-28 04:00:00,1
175,119.735,119.735,119.735,119.735,2003-04-29 04:00:00,1
176,119.015,119.015,119.015,119.015,2003-04-30 04:00:00,1
177,118.545,118.545,118.545,118.545,2003-05-01 04:00:00,1
178,119.05,119.05,119.05,119.05,2003-05-02 04:00:00,1
179,119.03,119.03,119.03,119.03,2003-05-04 04:00:00,1
180,118.595,118.595,118.595,118.595,2003-05-05 04:00:00,1
181,117.525,117.525,117.525,117.525,2003-05-06 04:00:00,1
182,116.45,116.45,116.45,116.45,2003-05-07 04:00:00,1
183,117.065,117.065,117.065,117.065,2003-05-08 04:00:00,1
184,117.42,117.42,117.42,117.42,2003-05-09 04:00:00,1
185,117.27,117.27,117.27,117.27,2003-05-11 04:00:00,1
186,117.005,117.005,117.005,117.005,2003-05-12 04:00:00,1
187,116.805,116.805,116.805,116.805,2003-05-13 04:00:00,1
188,116.32,116.32,116.32,116.32,2003-05-14 04:00:00,1
189,116.485,116.485,116.485,116.485,2003-05-15 04:00:00,1
190,116.06,116.06,116.06,116.06,2003-05-16 04:00:00,1
191,115.45,115.45,115.45,115.45,2003-05-18 04:00:00,1
192,117.125,117.125,117.125,117.125,2003-05-19 04:00:00,1
193,116.685,116.685,116.685,116.685,2003-05-20 04:00:00,1
194,117.495,117.495,117.495,117.495,2003-05-21 04:00:00,1
195,117.195,117.195,117.195,117.195,2003-05-22 04:00:00,1
196,116.87,116.87,116.87,116.87,2003-05-23 04:00:00,1
197,116.83,116.83,116.83,116.83,2003-05-25 04:00:00,1
198,116.835,116.835,116.835,116.835,2003-05-26 04:00:00,1
199,117.285,117.285,117.285,117.285,2003-05-27 04:00:00,1
200,118.605,118.605,118.605,118.605,2003-05-28 04:00:00,1
201,117.945,117.945,117.945,117.945,2003-05-29 04:00:00,1
202,119.32,119.32,119.32,119.32,2003-05-30 04:00:00,1
203,119.64,119.64,119.64,119.64,2003-06-01 04:00:00,1
204,118.615,118.615,118.615,118.615,2003-06-02 04:00:00,1
205,119.165,119.165,119.165,119.165,2003-06-03 04:00:00,1
206,118.855,118.855,118.855,118.855,2003-06-04 04:00:00,1
207,117.745,117.745,117.745,117.745,2003-06-05 04:00:00,1
208,118.66,118.66,118.66,118.66,2003-06-06 04:00:00,1
209,118.75,118.75,118.75,118.75,2003-06-08 04:00:00,1
210,118.235,118.235,118.235,118.235,2003-06-09 04:00:00,1
211,117.795,117.795,117.795,117.795,2003-06-10 04:00:00,1
212,117.765,117.765,117.765,117.765,2003-06-11 04:00:00,1
213,117.685,117.685,117.685,117.685,2003-06-12 04:00:00,1
214,117.43,117.43,117.43,117.43,2003-06-13 04:00:00,1
215,117.4,117.4,117.4,117.4,2003-06-15 04:00:00,1
216,117.715,117.715,117.715,117.715,2003-06-16 04:00:00,1
217,118.125,118.125,118.125,118.125,2003-06-17 04:00:00,1
218,117.855,117.855,117.855,117.855,2003-06-18 04:00:00,1
219,118.315,118.315,118.315,118.315,2003-06-19 04:00:00,1
220,118.39,118.39,118.39,118.39,2003-06-20 04:00:00,1
221,118.5,118.5,118.5,118.5,2003-06-22 04:00:00,1
222,117.785,117.785,117.785,117.785,2003-06-23 04:00:00,1
223,117.935,117.935,117.935,117.935,2003-06-24 04:00:00,1
224,117.98,117.98,117.98,117.98,2003-06-25 04:00:00,1
225,119.395,119.395,119.395,119.395,2003-06-26 04:00:00,1
226,119.57,119.57,119.57,119.57,2003-06-27 04:00:00,1
227,119.62,119.62,119.62,119.62,2003-06-29 04:00:00,1
228,119.755,119.755,119.755,119.755,2003-06-30 04:00:00,1
229,119.415,119.415,119.415,119.415,2003-07-01 04:00:00,1
230,118.115,118.115,118.115,118.115,2003-07-02 04:00:00,1
231,118.195,118.195,118.195,118.195,2003-07-03 04:00:00,1
232,118.06,118.06,118.06,118.06,2003-07-04 04:00:00,1
233,118.06,118.06,118.06,118.06,2003-07-06 04:00:00,1
234,118.205,118.205,118.205,118.205,2003-07-07 04:00:00,1
235,118.205,118.205,118.205,118.205,2003-07-08 04:00:00,1
236,117.925,117.925,117.925,117.925,2003-07-09 04:00:00,1
237,117.68,117.68,117.68,117.68,2003-07-10 04:00:00,1
238,117.87,117.87,117.87,117.87,2003-07-11 04:00:00,1
239,117.76,117.76,117.76,117.76,2003-07-13 04:00:00,1
240,117.835,117.835,117.835,117.835,2003-07-14 04:00:00,1
241,118.035,118.035,118.035,118.035,2003-07-15 04:00:00,1
242,118.14,118.14,118.14,118.14,2003-07-16 04:00:00,1
243,118.8,118.8,118.8,118.8,2003-07-17 04:00:00,1
244,118.45,118.45,118.45,118.45,2003-07-18 04:00:00,1
245,118.56,118.56,118.56,118.56,2003-07-20 04:00:00,1
246,118.415,118.415,118.415,118.415,2003-07-21 04:00:00,1
247,119.155,119.155,119.155,119.155,2003-07-22 04:00:00,1
248,118.785,118.785,118.785,118.785,2003-07-23 04:00:00,1
249,118.935,118.935,118.935,118.935,2003-07-24 04:00:00,1
250,118.77,118.77,118.77,118.77,2003-07-25 04:00:00,1
251,119.01,119.01,119.01,119.01,2003-07-27 04:00:00,1
252,119.415,119.415,119.415,119.415,2003-07-28 04:00:00,1
253,119.935,119.935,119.935,119.935,2003-07-29 04:00:00,1
254,120.295,120.295,120.295,120.295,2003-07-30 04:00:00,1
255,120.545,120.545,120.545,120.545,2003-07-31 04:00:00,1
256,120.14,120.14,120.14,120.14,2003-08-01 04:00:00,1
257,120.19,120.19,120.19,120.19,2003-08-03 04:00:00,1
258,120.325,120.325,120.325,120.325,2003-08-04 04:00:00,1
259,119.845,119.845,119.845,119.845,2003-08-05 04:00:00,1
260,120.275,120.275,120.275,120.275,2003-08-06 04:00:00,1
261,118.945,118.945,118.945,118.945,2003-08-07 04:00:00,1
262,119.08,119.08,119.08,119.08,2003-08-08 04:00:00,1
263,119.13,119.13,119.13,119.13,2003-08-10 04:00:00,1
264,118.595,118.595,118.595,118.595,2003-08-11 04:00:00,1
265,118.735,118.735,118.735,118.735,2003-08-12 04:00:00,1
266,119.165,119.165,119.165,119.165,2003-08-13 04:00:00,1
267,119.145,119.145,119.145,119.145,2003-08-14 04:00:00,1
268,119.13,119.13,119.13,119.13,2003-08-15 04:00:00,1
269,119.22,119.22,119.22,119.22,2003-08-17 04:00:00,1
270,119.455,119.455,119.455,119.455,2003-08-18 04:00:00,1
271,118.365,118.365,118.365,118.365,2003-08-19 04:00:00,1
272,118.085,118.085,118.085,118.085,2003-08-20 04:00:00,1
273,117.825,117.825,117.825,117.825,2003-08-21 04:00:00,1
274,117.56,117.56,117.56,117.56,2003-08-22 04:00:00,1
275,117.66,117.66,117.66,117.66,2003-08-24 04:00:00,1
276,117.325,117.325,117.325,117.325,2003-08-25 04:00:00,1
277,117.355,117.355,117.355,117.355,2003-08-26 04:00:00,1
278,117.435,117.435,117.435,117.435,2003-08-27 04:00:00,1
279,117.335,117.335,117.335,117.335,2003-08-28 04:00:00,1
280,116.93,116.93,116.93,116.93,2003-08-29 04:00:00,1
281,116.76,116.76,116.76,116.76,2003-08-31 04:00:00,1
282,116.555,116.555,116.555,116.555,2003-09-01 04:00:00,1
283,116.595,116.595,116.595,116.595,2003-09-02 04:00:00,1
284,115.885,115.885,115.885,115.885,2003-09-03 04:00:00,1
285,116.73,116.73,116.73,116.73,2003-09-04 04:00:00,1
286,116.82,116.82,116.82,116.82,2003-09-05 04:00:00,1
287,116.83,116.83,116.83,116.83,2003-09-07 04:00:00,1
288,116.845,116.845,116.845,116.845,2003-09-08 04:00:00,1
289,116.855,116.855,116.855,116.855,2003-09-09 04:00:00,1
290,117.085,117.085,117.085,117.085,2003-09-10 04:00:00,1
291,117.11,117.11,117.11,117.11,2003-09-11 04:00:00,1
292,117.29,117.29,117.29,117.29,2003-09-12 04:00:00,1
293,117.28,117.28,117.28,117.28,2003-09-14 04:00:00,1
294,117.475,117.475,117.475,117.475,2003-09-15 04:00:00,1
295,116.185,116.185,116.185,116.185,2003-09-16 04:00:00,1
296,116.025,116.025,116.025,116.025,2003-09-17 04:00:00,1
297,115.245,115.245,115.245,115.245,2003-09-18 04:00:00,1
298,113.94,113.94,113.94,113.94,2003-09-19 04:00:00,1
299,112.62,112.62,112.62,112.62,2003-09-21 04:00:00,1
300,112.225,112.225,112.225,112.225,2003-09-22 04:00:00,1
301,112.285,112.285,112.285,112.285,2003-09-23 04:00:00,1
302,111.735,111.735,111.735,111.735,2003-09-24 04:00:00,1
303,112.245,112.245,112.245,112.245,2003-09-25 04:00:00,1
304,111.73,111.73,111.73,111.73,2003-09-26 04:00:00,1
305,111.77,111.77,111.77,111.77,2003-09-28 04:00:00,1
306,110.775,110.775,110.775,110.775,2003-09-29 04:00:00,1
307,111.51,111.51,111.51,111.51,2003-09-30 04:00:00,1
308,110.675,110.675,110.675,110.675,2003-10-01 04:00:00,1
309,110.705,110.705,110.705,110.705,2003-10-02 04:00:00,1
310,110.88,110.88,110.88,110.88,2003-10-03 04:00:00,1
311,110.99,110.99,110.99,110.99,2003-10-05 04:00:00,1
312,110.985,110.985,110.985,110.985,2003-10-06 04:00:00,1
313,109.93,109.93,109.93,109.93,2003-10-07 04:00:00,1
314,109.615,109.615,109.615,109.615,2003-10-08 04:00:00,1
315,109.085,109.085,109.085,109.085,2003-10-09 04:00:00,1
316,108.68,108.68,108.68,108.68,2003-10-10 04:00:00,1
317,108.49,108.49,108.49,108.49,2003-10-12 04:00:00,1
318,108.92,108.92,108.92,108.92,2003-10-13 04:00:00,1
319,108.865,108.865,108.865,108.865,2003-10-14 04:00:00,1
320,109.535,109.535,109.535,109.535,2003-10-15 04:00:00,1
321,109.955,109.955,109.955,109.955,2003-10-16 04:00:00,1
322,109.37,109.37,109.37,109.37,2003-10-17 04:00:00,1
323,109.08,109.08,109.08,109.08,2003-10-19 04:00:00,1
324,110.385,110.385,110.385,110.385,2003-10-20 04:00:00,1
325,109.495,109.495,109.495,109.495,2003-10-21 04:00:00,1
326,108.985,108.985,108.985,108.985,2003-10-22 04:00:00,1
327,109.515,109.515,109.515,109.515,2003-10-23 04:00:00,1
328,109.25,109.25,109.25,109.25,2003-10-24 04:00:00,1
329,109.26,109.26,109.26,109.26,2003-10-26 04:00:00,1
330,108.545,108.545,108.545,108.545,2003-10-27 05:00:00,1
331,108.325,108.325,108.325,108.325,2003-10-28 05:00:00,1
332,108.255,108.255,108.255,108.255,2003-10-29 05:00:00,1
333,108.725,108.725,108.725,108.725,2003-10-30 05:00:00,1
334,109.93,109.93,109.93,109.93,2003-10-31 05:00:00,1
335,109.86,109.86,109.86,109.86,2003-11-02 05:00:00,1
336,111.175,111.175,111.175,111.175,2003-11-03 05:00:00,1
337,109.585,109.585,109.585,109.585,2003-11-04 05:00:00,1
338,109.935,109.935,109.935,109.935,2003-11-05 05:00:00,1
339,110.245,110.245,110.245,110.245,2003-11-06 05:00:00,1
340,109.3,109.3,109.3,109.3,2003-11-07 05:00:00,1
341,109.29,109.29,109.29,109.29,2003-11-09 05:00:00,1
342,108.525,108.525,108.525,108.525,2003-11-10 05:00:00,1
343,108.775,108.775,108.775,108.775,2003-11-11 05:00:00,1
344,108.795,108.795,108.795,108.795,2003-11-12 05:00:00,1
345,108.155,108.155,108.155,108.155,2003-11-13 05:00:00,1
346,108.31,108.31,108.31,108.31,2003-11-14 05:00:00,1
347,108.27,108.27,108.27,108.27,2003-11-16 05:00:00,1
348,108.925,108.925,108.925,108.925,2003-11-17 05:00:00,1
349,108.075,108.075,108.075,108.075,2003-11-18 05:00:00,1
350,109.275,109.275,109.275,109.275,2003-11-19 05:00:00,1
351,108.945,108.945,108.945,108.945,2003-11-20 05:00:00,1
352,108.77,108.77,108.77,108.77,2003-11-21 05:00:00,1
353,108.79,108.79,108.79,108.79,2003-11-23 05:00:00,1
354,109.435,109.435,109.435,109.435,2003-11-24 05:00:00,1
355,109.405,109.405,109.405,109.405,2003-11-25 05:00:00,1
356,108.98,108.98,108.98,108.98,2003-11-26 05:00:00,1
357,109.105,109.105,109.105,109.105,2003-11-27 05:00:00,1
358,109.61,109.61,109.61,109.61,2003-11-28 05:00:00,1
359,109.69,109.69,109.69,109.69,2003-11-30 05:00:00,1
360,109.345,109.345,109.345,109.345,2003-12-01 05:00:00,1
361,108.625,108.625,108.625,108.625,2003-12-02 05:00:00,1
362,108.195,108.195,108.195,108.195,2003-12-03 05:00:00,1
363,108.305,108.305,108.305,108.305,2003-12-04 05:00:00,1
364,107.69,107.69,107.69,107.69,2003-12-05 05:00:00,1
365,107.75,107.75,107.75,107.75,2003-12-07 05:00:00,1
366,107.365,107.365,107.365,107.365,2003-12-08 05:00:00,1
367,107.025,107.025,107.025,107.025,2003-12-09 05:00:00,1
368,108.265,108.265,108.265,108.265,2003-12-10 05:00:00,1
369,108.045,108.045,108.045,108.045,2003-12-11 05:00:00,1
370,107.74,107.74,107.74,107.74,2003-12-12 05:00:00,1
371,108.305,108.305,108.305,108.305,2003-12-14 05:00:00,1
372,107.565,107.565,107.565,107.565,2003-12-15 05:00:00,1
373,107.505,107.505,107.505,107.505,2003-12-16 05:00:00,1
374,107.415,107.415,107.415,107.415,2003-12-17 05:00:00,1
375,107.575,107.575,107.575,107.575,2003-12-18 05:00:00,1
376,107.84,107.84,107.84,107.84,2003-12-19 05:00:00,1
377,107.66,107.66,107.66,107.66,2003-12-21 05:00:00,1
378,107.535,107.535,107.535,107.535,2003-12-22 05:00:00,1
379,107.395,107.395,107.395,107.395,2003-12-23 05:00:00,1
380,107.34,107.34,107.34,107.34,2003-12-24 05:00:00,1
381,107.28,107.28,107.28,107.28,2003-12-25 05:00:00,1
382,107.48,107.48,107.48,107.48,2003-12-26 05:00:00,1
383,107.33,107.33,107.33,107.33,2003-12-28 05:00:00,1
384,107.035,107.035,107.035,107.035,2003-12-29 05:00:00,1
385,107.065,107.065,107.065,107.065,2003-12-30 05:00:00,1
386,106.915,106.915,106.915,106.915,2003-12-31 05:00:00,1
387,107.39,107.39,107.39,107.39,2004-01-01 05:00:00,3
388,106.94,106.94,106.94,106.94,2004-01-02 05:00:00,2
389,107.06,107.06,107.06,107.06,2004-01-04 05:00:00,2
390,106.255,106.255,106.255,106.255,2004-01-05 05:00:00,2
391,106.215,106.215,106.215,106.215,2004-01-06 05:00:00,2
392,106.265,106.265,106.265,106.265,2004-01-07 05:00:00,2
393,106.185,106.185,106.185,106.185,2004-01-08 05:00:00,2
394,106.37,106.37,106.37,106.37,2004-01-09 05:00:00,2
395,106.72,106.72,106.72,106.72,2004-01-11 05:00:00,2
396,106.695,106.695,106.695,106.695,2004-01-12 05:00:00,2
397,106.245,106.245,106.245,106.245,2004-01-13 05:00:00,2
398,106.215,106.215,106.215,106.215,2004-01-14 05:00:00,2
399,106.475,106.475,106.475,106.475,2004-01-15 05:00:00,2
400,106.72,106.72,106.72,106.72,2004-01-16 05:00:00,2
401,106.68,106.68,106.68,106.68,2004-01-18 05:00:00,2
402,107.255,107.255,107.255,107.255,2004-01-19 05:00:00,2
403,107.075,107.075,107.075,107.075,2004-01-20 05:00:00,2
404,106.965,106.965,106.965,106.965,2004-01-21 05:00:00,2
405,106.005,106.005,106.005,106.005,2004-01-22 05:00:00,2
406,106.52,106.52,106.52,106.52,2004-01-23 05:00:00,2
407,106.57,106.57,106.57,106.57,2004-01-25 05:00:00,2
408,106.325,106.325,106.325,106.325,2004-01-26 05:00:00,2
409,105.635,105.635,105.635,105.635,2004-01-27 05:00:00,2
410,106.025,106.025,106.025,106.025,2004-01-28 05:00:00,2
411,105.955,105.955,105.955,105.955,2004-01-29 05:00:00,2
412,105.76,105.76,105.76,105.76,2004-01-30 05:00:00,2
413,105.68,105.68,105.68,105.68,2004-02-01 05:00:00,2
414,105.605,105.605,105.605,105.605,2004-02-02 05:00:00,2
415,105.515,105.515,105.515,105.515,2004-02-03 05:00:00,2
416,105.495,105.495,105.495,105.495,2004-02-04 05:00:00,2
417,105.905,105.905,105.905,105.905,2004-02-05 05:00:00,2
418,105.455,105.455,105.455,105.455,2004-02-06 05:00:00,2
419,105.71,105.71,105.71,105.71,2004-02-08 05:00:00,2
420,105.625,105.625,105.625,105.625,2004-02-09 05:00:00,2
421,105.525,105.525,105.525,105.525,2004-02-10 05:00:00,2
422,105.375,105.375,105.375,105.375,2004-02-11 05:00:00,2
